SMILES,made_by
CN(C)c1ccc(C2=CC=C(C=C(C#N)C#N)[SH]2c2ccc(N3CCOCC3)cc2)cc1N1c2ccccc2Oc2ccc(-c3c4[nH]cnc4cc4nc[nH]c34)cc21,F
N#Cc1cc(C#N)c(-c2c3ccoc3cc3ccoc23)c(C#N)c1,F
CC(=O)c1ccc(-c2ccc3c(c2)C(=C(C#N)C#N)C(=C(c2ccc(-c4ccc(-c5nc6ccccc6o5)cc4N4c5ccccc5C(C)(C)c5ccccc54)cc2)c2ccc4[nH]ccc(=O)c4c2)C3=O)cc1,F
C=Cn1c2ccc(F)cc2c2cc(F)ccc21,F
Cc1ccc(Nc2ccc(C)c(N3CCOC(n4c5ccccc5c5cccnc54)C3)c2)cc1,F
Cc1cc(C)c(B(c2c(C)cc(C)c(P(c3ccccc3)c3ccccc3)c2C)c2c(Nc3ccc(F)cc3)cc(N(C)C)c(F)c2B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,F
Cc1cccc(C)c1B1c2ccccc2B(c2c(C)cc(-c3ncccc3-c3cccnc3)cc2C)c2ccccc21,F
O=C1C=CC(=O)c2cc(-c3cccc4c3Sc3c(ccc(-c5ccc6cccc7c6c5C(=O)C7=O)c3-c3cocn3)N4)c(-c3ccc4nc(-c5ccccc5)oc4c3)cc21,F
CN(C)c1ccc(N2c3ccccc3N(c3ccccc3)c3cccc(O)c32)cc1,F
C#CC(c1cscn1)S(=O)(=O)c1cccc(-c2ccc(C=C(C#N)C#N)s2)c1,F
c1cc2c(cn1)-c1cnc(C3CN(c4ccc(-c5ccoc5)cc4)CCO3)cc1[SiH2]2,F
CN(C)c1ccc(-c2ccc3c(c2)c2cc(-n4c5ccc(F)cc5c5cc(F)ccc54)ccc2c2nc(C#N)c(C#N)nc32)cc1,F
Fc1ccc(N(c2ccc(F)cc2)c2ccc3c(c2)Nc2ccccc2O3)cc1,F
CN(C)S1(c2c(F)c(F)cc(F)c2F)C=CC=C1c1cccs1,F
C=Cc1ccc(C)c(B2c3ccccc3B(c3c(C)cccc3C)c3ccc(-c4ccc(N(C)C)c5ccccc45)cc32)c1C,F
c1ccc(-c2c3[nH]cnc3cc3nc[nH]c23)nc1,F
CN(C)c1ccc(SN2CCOCC2)cc1,F
CN(C)c1ccc(-c2cnc3c(c2)cc(-c2ccccc2)c2cccnc23)cc1,F
N#CC(C#N)=CC1=C(c2ccc3c(c2)C(=O)C(c2ccco2)=CC3=O)C=C[SH]1n1c2ccccc2c2cccnc21,F
O=C1C=C(c2cccc3c(=O)c4ccccc4[nH]c23)C(=O)C=C1c1ccc2c(c1)C(=O)NC2=O,F
CN(C)c1ccc(-c2ccc3c(c2)N(c2cccc(P(c4ccccc4)c4ccccc4)c2P(c2ccccc2)c2ccccc2)c2ccccc2N3)cc1,F
CN(C)c1ccc(-c2ccc(N3CCOCC3N(c3ccc(F)cc3)c3ccc(F)cc3-c3cccn3C)cc2)cc1,F
N#Cc1cncnc1-c1ccc2c(c1)[SiH2]c1ncccc1-2,F
CN(Cc1cc(C=O)ccc1C=O)c1ccc(-c2ccc(C(=O)C(F)(F)F)cc2-c2cc3sccc3s2)cc1,F
CN(C)c1ccc(-c2ccc(-c3cc(-c4ccc5c(c4)sc4ccccc45)cs3)s2)cc1,F
c1ccc(-c2nc3ccc(C4COC(C5c6ccccc6-c6ccccc65)CN4)cc3o2)cc1,F
CN(Cc1ccccc1)c1cccc(-c2cc(C#N)c(C#N)c(C#N)c2)c1,F
CN(C)c1ccc(C2=C(c3c4[nH]cnc4c(-c4c5ncoc5cc5ncoc45)c4nc[nH]c34)C(=O)C=C(c3cc(C=O)ccc3C=O)C2=O)cc1,F
O=C1C=C(c2cccc3c2Sc2cccc(O)c2N3)C(=O)C=C1c1cnc2c(ccc3cccnc32)c1,F
C#Cc1cc(C)ccc1Nc1ccc(Cc2ccc(C(=O)c3cc4sccc4s3)cc2)cc1-c1ccc2[nH]ccc(=O)c2c1,F
Cc1ccc(N(c2ccc(N(C)C)cc2)c2ccc(Cc3cocn3)cc2-c2c3ccoc3cc3ccoc23)cc1,F
CN(C)c1ccc(-c2ccc3nc(-c4ccccc4N4c5ccccc5N(c5ccccc5)c5ccc(-c6cccn6C)cc54)oc3c2)cc1,F
CN(C)c1ccc(-c2cc(C(=O)C(F)(F)F)ccc2C2=C(N(c3ccc(F)cc3)c3ccc(F)cc3)C(=O)NC2=O)cc1,F
O=c1cc[nH]c2ccc(-c3cccc4ocnc34)cc12,F
Cc1cccc(C)c1B1c2ccccc2B(c2c(C)cc([SH]3c4ccccc4Nc4ccc(-c5cccs5)cc43)cc2C)c2ccccc21,F
Cc1cc(C)c(-c2ccc3c(c2)oc2ccccc23)c(N(C)C)c1,F
O=C1C=C(c2ccncc2-c2c3ncoc3cc3ncoc23)C(=O)N1,F
CN(C)c1ccc(-c2c3ncoc3c(-n3c4ccc(F)cc4c4cc(F)ccc43)c3ncoc23)cc1,F
C=CC1=CC(=O)C=C(c2c(-c3cnc4c(ccc5cccnc54)c3)cc3ncn(C)c3c2-c2ccco2)C1=O,F
COc1cc(Cc2c(Bc3c(C)cc(C)cc3C)c(C)cc(C)c2-c2ccc(-n3c4ccccc4c4ccccc43)c(-c3ncc(C#N)cn3)c2)cc(OC)c1,F
CN(C)c1ccc(-c2c(F)c(F)cc(F)c2F)cc1,F
COc1cc(OC(c2ccc3c(c2)C(=O)NC3=O)c2c(F)c(F)cc(F)c2F)c(-c2ccc(N(C)C)cc2)c(OC)c1-c1c2ncoc2cc2ncoc12,F
Cc1cc(C)c(Bc2c(C)cc(C)c(N(c3ccc(F)cc3)c3ccc(F)cc3)c2C)c(C)c1,F
CN(C)c1ccc(C2=CC=C(C=C(C#N)C#N)[SH]2c2ccc(N3CCOCC3c3ccc4c(c3)sc3ncccc34)cc2)cc1,F
Cc1ccc(Nc2ccc(CN3c4ccccc4Sc4ccccc43)cc2)cc1-c1cc(C#N)c(C#N)c(C#N)c1,F
Cc1ccc(N(c2ccc(C)cc2C2=CC(=O)C=CC2=O)n2c3ccccc3c(=O)c3ccccc32)cc1,F
CC(=O)c1ccc(-c2ccoc2)cc1,F
Cc1cc(C)cc(Cc2ccc(-c3ccc4[nH]ccc(=O)c4c3)c(C)c2)c1,F
CN(C)c1ccc(N(Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ccccc2)cc1,F
O=C1C=CC(=O)C(c2cncc(-c3ccc(-c4cc5sccc5s4)nc3)c2)=C1,F
Cc1ccc2c(c1)c1cc(C)ccc1n2C1=CC=C(c2c3ccoc3cc3ccoc23)[SH]1c1cc(N(C)C)cc2cc(-c3c4ncsc4cc4ncsc34)ccc12,F
O=Cc1ccc(C=O)c(-c2ccc3c(c2-c2ccc4nc(-c5ccccc5)oc4c2)N(c2cccc4c2ccc2ccccc24)c2ccccc2O3)c1,F
Cc1cc(C)cc(-c2cncc3c2[SiH2]c2cc(-c4ccc(N(C)C)cc4)ncc2-3)c1,F
C=CC1COCC(C#Cc2ccc3c(c2)sc2ccccc23)(C=C)N1,F
Sc1c2ccoc2c(-c2ccnc3c2-c2cccc(-c4ccc(-c5cnccc5-c5ccc6c(c5)sc5ccccc56)cn4)c2[SiH2]3)c2ccoc12,F
c1cncc(-c2ccc(-c3cccc4c3[SiH2]c3nccc(-c5c6ccoc6cc6ccoc56)c3-4)nc2)c1,F
CC1(C)c2ccccc2N(c2cc(-c3c4ncoc4cc4ncoc34)c3ccc4cccnc4c3n2)c2ccccc21,F
CN(Cn1c2ccccc2c2cnccc21)c1ccc(-c2cc3c(cn2)-c2cncc(-c4ccc(C=O)cc4)c2[SiH2]3)cc1,F
C=CC1NCCOC1c1ccc(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)cc1,F
Cc1cccc(C)c1B1c2ccccc2B(c2c(C)ccc(-c3ccc(N(C)C)c4ccccc34)c2C)c2ccccc21,F
CN(CP(c1ccccc1)c1ccccc1)c1ccc(-c2cc3c(cc2-c2ccc(C(=O)C(F)(F)F)cc2)C(=O)NC3=O)cc1,F
Fc1ccc(Nc2ccc(F)c(-c3cnc4c(ccc5cccnc54)c3)c2-c2ccc(N3CCOCC3)cc2)cc1,F
CS(=O)(=O)c1ccc(-c2ccc(-c3cc4[nH]ccc4cn3)c3sc4cc(C#N)ccc4c23)cc1,F
O=Cc1ccc(-c2ccnc3sc4ccccc4c23)cc1,F
COc1cc(OC)c(-c2cccc(Pc3ccc([SiH]4c5ccccc5-c5cccc(-c6ccc7[nH]ccc(=O)c7c6)c54)c(-c4ccc(C=C5C(=O)c6ccccc6C5=C(C#N)C#N)s4)c3)c2)c(OC)c1,F
c1cnc2c(c1)-c1ccc(-c3cnoc3)cc1[SiH2]2,F
Cc1cc(C)c(B(c2c(C)cc(C)cc2Cc2ccc(-c3cccnc3)cn2)N2C(=O)C=C(c3ccc(N(C)C)cc3)C2=O)c(C)c1,F
CN(C)c1ccc(-c2ncoc2N(c2ccc(F)cc2)c2ccc(F)c(-c3cc4c(ccn4-c4ccc(C(=O)C(F)(F)F)cc4)cn3)c2)cc1,F
C=CN1CCOC(c2ccc(N(C)C)cc2)C1P(c1ccccc1)c1ccccc1,F
Cc1cccc(C)c1B1c2ccccc2B(c2c(C)cccc2Cc2cccn2C)c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc21,F
O=C1C=C(n2c(-c3cccn3Cc3c4ncoc4cc4ncoc34)cc3c(-c4ccc(-c5cccnc5)cn4)nccc32)C(=O)N1,F
CN(C)c1cc([SH]2C=CC=C2c2sccc2N2c3ccccc3N(c3ccccc3)c3ccccc32)c2ccccc2c1,F
CN(C)c1ccc(C2=C(c3c(F)c(F)c(F)c(F)c3F)C(=O)C(c3cc(N(C)C)cc4ccccc34)=CC2=O)cc1,F
COc1cc(OC)c(-c2ccc(N(C)C)cc2)c(OC)c1,F
N#Cc1nc2c3ccccc3c3cc(-c4cccc5c6cc(-n7c8ccc(F)cc8c8cc(F)ccc87)ccc6c6nc(C#N)c(C#N)nc6c45)ccc3c2nc1C#N,F
CN(C)c1ccc(-c2c3ccoc3c(-c3ccc(N4CCOCC4)cc3-c3cnoc3-c3cocn3)c3ccoc23)cc1,F
C#Cc1cccc2c1[nH]c1c(N(c3ccc(F)cc3)c3ccc(F)c(-c4cc(C)c(B5c6ccccc6B(c6c(C)cccc6C)c6ccccc65)c(C)c4)c3)cccc12,F
c1ccc2c(c1)cc(-c1ccc3c(c1)sc1ncc(-c4ccc5c(c4)sc4ncccc45)cc13)c1ccccc12,F
Cc1cc(C)cc(-c2c(S3(c4cscn4)C(c4cccs4)=CC=C3c3c4ncoc4cc4ncoc34)ccc3c2sc2cc(C#N)ccc23)c1,F
SC1(N2c3ccccc3Sc3ccccc32)COCCN1,F
COc1cc(Cc2cc(C)cc(C)c2B(c2ccc(N(C)C)cc2)c2c(C)cc(C)cc2C)cc(OCc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)c1,F
CN(C)c1ccc(Oc2c3c(cc4scnc24)N=C[SH]3c2ccco2)cc1,F
Cc1cc(C)c(B(c2cc(C=O)ccc2C=O)c2c(C)cc(Cc3cc4[nH]ccc4cn3)cc2C)c(C)c1,F
CC(=O)c1ccc(-c2cscn2)c(N2c3ccccc3Sc3ccccc32)c1,F
CN(C)c1ccc(N2c3ccccc3Sc3ccc(-c4cscn4)cc32)c(-c2ccc(C=C(C#N)C#N)s2)c1,F
CN(C)c1ccc(-c2ccc(N3CCOCC3N3c4ccccc4Sc4ccccc43)c(C=Cc3ccc(-c4cccnc4)cn3)c2)cc1,F
Cn1ccc(C2=CC(=O)N(c3cc4ccccc4c4c(-n5c6ccccc6c(=O)c6ccccc65)cccc34)C2=O)c1,F
N#CC(C#N)=C1C(=Cc2ccc([SH]3C=CN=C3)cc2)C(=O)c2ccccc21,F
Sc1cc(Cl)cc2c3cc(Cl)ccc3n(-c3nc4cc5nc[nH]c5c(-c5cc6c(cn5)-c5cnccc5[SiH2]6)c4[nH]3)c12,F
O=P(c1ccccc1)(c1cccc(-c2ccc(-c3cccs3)s2)c1)c1ccccc1N(c1ccc(F)cc1)c1ccc(F)c(-c2ccccn2)c1,F
CC1(C)c2ccccc2N(c2cc3c(cc2[SiH]2c4ccccc4-c4ccccc42)oc2ccccc23)c2cc(-c3c(F)c(F)cc(F)c3F)ccc21,F
C#Cc1cccc(P(=O)(c2ccccc2)c2ccc(-c3c(C=O)ccc(-c4ccc(N(C)C)cc4)c3C=C)cc2)c1,F
Fc1cc(F)c(F)c(-c2ccc3c(c2)sc2ncccc23)c1F,F
CN(C)c1ccc(-c2ncncc2C#N)c2ccccc12,F
c1coc(-c2cc3[nH]ccc3cn2)c1,F
O=C(c1ccc(C2CN(O)CCO2)cc1)C(F)(F)F,F
N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3cc(-n4c5ccccc5c(=O)c5ccccc54)ccc3C(=O)C(F)(F)F)ccc21,F
COc1cc(OC)cc(C2COCCN2c2ccc([SiH]3c4ccccc4-c4ccccc43)cc2)c1,F
CN(C)c1ccc([SH](c2ccc3c(c2)sc2cc(C#N)ccc23)c2ccc(-c3cccnc3)cn2)cc1[SiH]1c2ccccc2-c2ccccc21,F
CN(C)c1ccc(-c2ccc(N3CCOCC3N3c4ccccc4Sc4c(-c5ncc(C#N)cn5)cccc43)cc2)cc1,F
CN(C)c1ccc2c(c1)sc1ncccc12,F
CN(C)c1ccc([SH]2C=Nc3cc4scnc4c(-c4cc5[nH]ccc5cn4)c32)c(-c2ccc(S(C)(=O)=O)cc2)c1,F
c1cncc(-c2ccc(-c3cc4[nH]ccc4cn3)nc2)c1,F
N#Cc1cc2nc3c(nc2cc1C#N)-c1cc(-c2cc(N(c4ccc(F)cc4-c4c5ccoc5cc5ccoc45)c4nccc5[nH]cc(-c6ccc(C=O)cc6)c45)ccc2F)cc2cccc-3c12,F
O=Cc1ccc(C2=CC(=O)NC2=O)cc1P(c1ccccc1)c1cccc(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)c1,F
N#Cc1cnc(-c2ccc(C#N)c(C#N)c2C#N)nc1,F
C=Cc1nccc2c1c1cnccc1n2-c1ccc(N(C)C)cc1,F
CN(C)c1ccc(N2c3ccccc3Sc3cc(-c4ccc(N5CCOCC5)cc4)ccc32)cc1,F
C=CC1COCC(C#Cc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)N1,F
c1csc(-c2cc(-n3c4ccccc4c4cnccc43)cs2)c1,F
N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3cc4c(s3)C=C[SH]4c3ccc4cccc5c4c3C(=O)C5=O)ccc21,F
O=c1c2ccccc2n(-c2ccc(-c3nc4ccc(C5CNCCO5)cc4o3)cc2)c2ccccc12,F
O=Cc1c(-n2c3ccccc3c(=O)c3ccccc32)cc(C2=CC(=O)NC2=O)cc1P(c1ccccc1)c1ccccc1,F
ON1CCOC(N2c3ccccc3Sc3ccccc32)C1,F
CN(C)c1ccc(C=C(C#N)C#N)s1,F
N#CC(C#N)=Cc1ccc(-c2cccc3c2sc2ncc(-c4cc5c(cn4)-c4cnccc4[SiH2]5)cc23)s1,F
Cc1cc(C)c(-c2c(F)c(F)cc(F)c2F)c(C)c1Bc1c(C)cc(CC2=CC(=O)C=CC2=O)c(-n2c3ccccc3c3ccccc32)c1C,F
COc1cc(OC)c(-c2ncccc2-c2cc(-c3ccco3)cnc2-c2cc3c(cn2)-c2cnccc2[SiH2]3)c(OC)c1,F
CN(C)c1ccc(N(c2ccc(F)cc2)c2ccc(F)c(N(C)C)c2)cc1,F
CN(C)c1ccc(N(C)Cc2cnoc2)cc1,F
c1cnc2c(c1)ccc1cc(-c3c4ccoc4cc4ccoc34)c(-c3cc4[nH]ccc4cn3)nc12,F
c1ccc2c(c1)Sc1ccccc1N2c1ccsc1,F
Cc1ccc(N(c2csc(-c3ccccn3)c2)c2ccc(C)c(-c3ccc4c(c3)sc3ncccc34)c2)cc1,F
CN(C)c1ccc(-c2c(-c3cnoc3)ccn2Cc2cc3sccc3s2)cc1,F
N#Cc1cc(Oc2cc(N(c3ccncc3)c3ccc(F)cc3)ccc2F)cc(C#N)c1C#N,F
Cc1ccc(N(c2ccc(Cc3cc4c5c(cccc5c3)-c3nc5cc(C#N)c(C#N)cc5nc3-4)cc2)C2(C3=CC(=O)NC3=O)OCCNC2O)cc1,F
Cn1cccc1-c1cccc2[nH]c3ccccc3c(=O)c12,F
CN(C)c1ccc([SH](c2ccc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)cc2)N2CCOCC2)cc1,F
Cn1cnc2ccc(-c3ccccc3Nc3ccccc3)cc21,F
Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cccc2c1B(c1c(C)cccc1C)c1ccccc1B2c1c(C)cc(-n2c3ccccc3c3cccnc32)cc1C,F
O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2ccc(-c3nc4c(N(c5ccc(F)cc5)c5ccc(F)cc5-n5c6ccccc6c6ccccc65)cccc4o3)cc2)cc1,F
N#CC(C#N)=C1C(=Cc2ccc(-c3cccc4c3sc3ccc(-c5ccc(-c6cccs6)s5)cc34)s2)C(=O)c2ccccc21,F
Cc1cccc(C)c1B1c2ccccc2B(c2c(C)ccc(-c3ccc(C(=O)C(F)(F)F)cc3)c2Cc2cccn2C)c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)c(-c4ccccc4)c3)cc21,F
O=Cc1ccc(C=O)c(-c2ccc3c(c2)C(=O)C=C(n2c4ccccc4c4cccnc42)C3=O)c1,F
C#Cc1cc(N(c2ccc(C)cc2)n2c3ccc(Cl)cc3c3cc(Cl)ccc32)ccc1C,F
C=Cc1ccc2c3ccccc3n(-c3c(C)cc(C)c(Bc4c(C)cc(C)c(-c5c(F)c(F)cc(F)c5F)c4C)c3C)c2c1,F
CN(C)c1ccc(-c2cccc3[nH]c4ccccc4c(=O)c23)c2ccccc12,F
CN(C)c1ccc(C2(N3c4ccccc4Sc4cc(-c5ccc6c(c5)[SiH2]c5ncccc5-6)cc(-c5ccc6ncn(C)c6c5)c43)c3ccccc3-c3ccccc32)cc1,F
Cc1cccc2c3cccc(C)c3n([SH]3C=Nc4cc5scnc5cc43)c12,F
O=C1C=C(c2ccc3c(c2)oc2ncccc23)C(=O)C(C2CNCCO2)=C1,F
COc1cc(OCc2ccc(C=C(C#N)C#N)s2)cc(P(c2ccccc2)c2ccccc2)c1,F
CN(Cc1c(F)c(F)cc(F)c1F)c1cccc2cc(-c3c(F)c(F)cc(F)c3F)ccc12,F
C=Cc1cccc2c(=O)c3cc(-c4cc(C=O)ccc4C=O)ccc3[nH]c12,F
CC(=O)c1ccc(-c2scnc2-c2c3ncoc3cc3ncoc23)cc1,F
CN(C)c1ccc(-c2cccc(-c3ccc(N(c4ccccc4)c4ccc(N(C)C)cc4)cc3)c2)cc1,F
c1ccc(-c2nc(-c3cc4[nH]ccc4cn3)co2)nc1,F
COc1cc(OC)c(-c2ccc(N(C)C)c3ccccc23)c(-c2ncncc2C#N)c1,F
CN(C)c1ccc(-c2cc(-c3cocn3)c3c(c2)[SH](N2c4ccccc4N(c4ccccc4)c4ccc(N5c6ccccc6Oc6ccccc65)cc42)C=N3)cc1,F
C#Cc1ccc(C)c(B2c3ccccc3B(c3c(C)cc(-c4ccc(N(C)C)cc4)c(-c4cc5sccc5s4)c3C)c3ccccc32)c1C,F
CN(C)c1ccc(-c2nocc2-c2ccc(N(C)C)c(N(C)C)c2)cc1-c1ccc(S(C)(=O)=O)cc1,F
N#Cc1ccc2c(c1)sc1c(-c3ccc4c(c3)[SiH2]c3ncccc3-4)cccc12,F
CN(C)c1ccc(-c2ccc(N(C)C)c(-c3ccc4c(c3)C(=O)c3ccccc3C4=C(C#N)C#N)c2)c(-c2c(F)c(F)c(F)c(F)c2F)c1,F
CC(=O)c1ccc(N(C)c2ccccc2)cc1,F
C=CC1=C(c2ccc(N(C)C)cc2)C(=O)C=C(c2cc(-c3ccc4nc(-c5ccccc5)oc4c3)c3ncn(C)c3c2)C1=O,F
C=Cc1ccc2c3cccc(C)c3n(-c3cc(N(c4ccc(F)cc4)c4cccc5[nH]c6ccccc6c(=O)c45)ccc3F)c2c1C,F
C=Cc1ccc2c(c1)oc1cc(-c3ccc(N(C)C)cc3)cc(C=C)c12,F
Cc1ccc(N(c2ccc(C)cc2)c2cccc3c2Oc2ccccc2N3c2ccc3c(c2)N(c2ccccc2)c2ccccc2N3)cc1,F
CNCc1c(C#N)cc(C#N)c(-n2c3ccc(C)cc3c3cc(C)ccc32)c1C#N,F
CN(C)c1ccc(-c2cccc(-c3ccc(-c4cccnc4)cn3)n2)cc1,F
O=C(c1ccc(-c2cnoc2)c(N2c3ccccc3Oc3ccccc32)c1)C(F)(F)F,F
Cc1ccc(N(c2ccc(Cc3cnc4c(ccc5cccnc54)c3)cc2)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(N(C)C)c23)cc1,F
Cc1cccc(Cc2ccc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)c(N3CCOCC3)c2)c1B1c2ccccc2B(c2c(C)cccc2CN2c3ccccc3C(C)(C)c3ccccc32)c2ccccc21,F
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cc(-c3ccc(N(C)C)cc3-c3cc(C#N)c(C#N)c(C#N)c3)cc3ocnc23)c(C)c1,F
C#CC1=CC=C(c2ccc(N(C)C)cc2)[SH]1S,F
C=Cc1cc(C(C)=O)cc(-c2c3ncoc3cc3ncoc23)c1-c1cscn1,F
Cc1cccc2c3cccc(C)c3n(-c3cccc(-n4c5ccccc5c(=O)c5ccccc54)c3P(=O)(c3ccccc3)c3ccc(-c4csc(O)c4)cc3)c12,F
N#CC(C#N)=C1C(=C(c2ccccc2)c2ccc(C(=O)C(F)(F)F)cc2)C(=O)c2cccc(N(c3ccccc3)c3ccccc3-n3c4ccncc4c4cnccc43)c21,F
C=CC1COCC(c2cc(C#N)c(C#N)c(C#N)c2)N1c1ccc(N(C)C)cc1,F
CN(C)c1ccc(-c2ncoc2N(c2ccc(F)cc2)c2ccc(F)cc2C2c3ccccc3-c3ccccc32)cc1,F
Cn1cnc2cc(-c3cccs3)c(-c3c4ncsc4cc4ncsc34)cc21,F
CN(c1cc(-c2ccc3c(c2)oc2ncccc23)cc(-c2ccc(N3CCOCC3)cc2P(c2ccccc2)c2ccccc2)c1)c1ccc2c(c1)C(=O)c1ccccc1C2=C(C#N)C#N,F
Cc1ccc(N(CN(C)C2=CC(=O)C=CC2=O)c2ccc(C)cc2)cc1,F
C=C(c1ccc(N(C)C)cc1)N1CCOC(c2cnoc2)C1,F
CN(C)c1c(-c2ccc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)s2)cc(-c2csc(C=C3C(=O)c4cccc(-c5ccc6nc(-c7ccccc7)oc6c5)c4C3=C(C#N)C#N)c2)c2ccccc12,F
c1ccc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc1,F
c1ccc2c(c1)Oc1ccccc1N2c1cccc2c1oc1ncccc12,F
Cc1ccc(Nc2ccc(C)c(-n3c4ccc(C)cc4c4cc(C)ccc43)c2)cc1,F
O=C1C(=O)c2c(-c3cccc4c5ccccc5n(-c5ccc(-c6cnco6)cc5)c34)ccc3cccc1c23,F
Cc1ccc(N(c2ccc(C)cc2-c2cc3c(cn2)-c2cnccc2[SiH2]3)c2cccc3c4cnccc4n(-c4ncsc4-c4ccc(N(C)C)cc4)c23)cc1,F
COc1cc(OC)c(-c2c3ncsc3cc3nc(-n4c5ccccc5c5ccccc54)sc23)c([SH]2C=Nc3c2cc2ncsc2c3-c2ccc(N(C)C)cc2)c1,F
Sc1ccc2nc(-c3ccccc3)oc2c1,F
SC1(N2CCOCC2)COCCN1,F
Cc1cc(C)c(B(c2scnc2[SH]2C=Nc3ccccc32)c2c(C)cc(C)cc2C)c(C)c1,F
O=Cc1ccc(C=O)c([SH]2C=CC=C2c2cccs2)c1,F
C=C(C1=CC(=O)C=CC1=O)N(C)C,F
Cc1cc(C)c(Bc2c(C)cc(Cc3cccn3C)cc2C)c(C)c1,F
C#Cc1cc(F)ccc1N(c1coc(-c2ccc(N(C)C)cc2)c1)c1ccc(F)c(N(c2ccccc2)c2ccccc2)c1,F
C=CC1COCC(c2ccc3c(c2)sc2nc(-c4ccccn4)ccc23)N1c1ccc(N(C)C)cc1,F
Cc1cccc2c3cccc(C)c3n(-c3cc(N(C)C)ccc3-c3cc(N(C)C)ccc3-n3c4ccccc4c4ccccc43)c12,F
c1cnc2c(c1)-c1ccc(-c3cc4cccnc4c4ncccc34)cc1[SiH2]2,F
CN(C)c1ccc(-c2ccc3nc(-c4ccccc4-c4ccc5ncn(C)c5c4)oc3c2)cc1,F
C#Cc1cc(C)ccc1Nc1ccc(Cc2ccc(C=O)c(-c3ccc(-c4cccs4)s3)c2)cc1,F
CN(C)c1ccc(-c2cc(N(c3ccccc3)c3cccc(-n4c5ccc(F)cc5c5cc(F)ccc54)c3)c(N(C)C)c3c(N4c5ccccc5C(C)(C)c5ccccc54)cccc23)cc1,F
CN(C)c1ccc(-c2cc(-c3cccn3Cc3ccc4c(c3)sc3cc(C#N)ccc34)ccc2-c2ccc(C(=O)C(F)(F)F)cc2)cc1,F
CC1(C)c2ccccc2Nc2c(-c3cc4c(cn3)-c3cnccc3[SiH2]4)cccc21,F
c1nc2c(-c3ccc(N4CCOCC4)cc3)c3ocnc3cc2o1,F
Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)N=C[SH]3n2c3ccc(C)cc3c3cc(C)ccc32)cc1,F
Cc1ccc(Nc2ccc(C)cc2-c2ccc(C3=CC=C[SH]3S)s2)cc1,F
Cc1cc(C)c(B(c2ccc(N(C)C)cc2)c2c(C)cc(C)c(-c3c4ncoc4cc4ncoc34)c2C)c(C)c1,F
CN(C)c1ccc(-c2ncc(C#N)c(-n3c4ccccc4c4cccnc43)n2)cc1,F
Cc1cc(-c2ccc3c(c2)c2ccccc2c2nc(C#N)c(C#N)nc32)cc(C)c1B1c2ccccc2B(c2c(C)cccc2C)c2c1cccc2N1CCOCC1,F
C=Cc1ccc2c(c1)S(=O)(=O)c1cccc(N(c3ccccc3)c3cccc(-c4c5ncsc5cc5ncsc45)c3)c1-2,F
CN(C)c1ccc(C2=C(N(c3ccc(F)cc3)c3ccc(F)cc3)C(=O)C=CC2=O)cc1,F
CN(C)c1ccc(N(Cc2c(C#N)cc(C#N)cc2C#N)Cc2c(F)c(F)c(F)c(F)c2F)cc1,F
COc1cc(C2CN(c3ccc(-c4ccc5c(c4)C(=O)NC5=O)cc3)CCO2)c(-c2c(F)c(F)c(F)c(F)c2F)c(OC)c1-c1ccc2c(c1)sc1ncccc12,F
CN(c1ccccc1)c1ccncc1O,F
CN(C)c1ccc(-c2cnc3c(c2)cc(-c2ccc(P(=O)(c4ccccc4)c4ccccc4)cc2)c2cccnc23)cc1,F
c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(N2c3ccccc3Nc3ccccc32)c1,F
c1ccc2c(c1)oc1cc(-c3cccc4c3sc3ccccc34)ccc12,F
Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cc(-c2cc3c(s2)C=C[SH]3c2ccc3cc(C4=CC(=O)C=CC4=O)cc4c3c2C(=O)C4=O)ccc1N(C)C,F
c1ccc(-c2ccnc3c2-c2ccccc2[SiH2]3)cc1,F
CN(C)c1ccc(-c2cc3c(cc2-c2c4[nH]cnc4c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4nc[nH]c24)ncn3Cc2cc3ccccc3c3ccccc23)cc1,F
